NP_001034487.2	XP_023022290.1
XP_972324.1	XP_023011999.1
XP_972325.1	XP_023027888.1
XP_972326.2	XP_023027935.1
XP_972330.1	XP_023020389.1
XP_972331.1	XP_023025892.1
XP_972332.2	XP_023015316.1
XP_972333.1	XP_023020699.1
XP_972334.2	XP_023021271.1
XP_972338.1	XP_023022654.1
XP_972340.3	XP_023019590.1
XP_972341.1	XP_023029595.1
XP_972350.2	XP_023020176.1
XP_972355.4	XP_023013406.1
XP_972357.1	XP_023015619.1
XP_972358.1	XP_023025687.1
XP_972368.1	XP_023016450.1
XP_972373.1	XP_023020388.1
XP_972374.2	XP_023020260.1
XP_972376.2	XP_023019757.1
XP_972377.2	XP_023023071.1
XP_972380.1	XP_023019370.1
XP_972381.1	XP_023015204.1
XP_972384.1	XP_023030257.1
XP_972385.1	XP_023029597.1
XP_972387.1	XP_023013428.1
XP_972388.2	XP_023029341.1
XP_972389.1	XP_023023141.1
XP_972396.3	XP_023025564.1
XP_972399.1	XP_023015814.1
XP_972406.2	XP_023027097.1
XP_972409.1	XP_023022264.1
XP_972410.1	XP_023017265.1
XP_972411.1	XP_023019603.1
XP_972413.1	XP_023022095.1
XP_972419.2	XP_023023380.1
XP_972430.2	XP_023022649.1
XP_972432.2	XP_023015205.1
XP_972436.1	XP_023029599.1
XP_972438.1	XP_023021090.1
XP_972440.1	XP_023015554.1
XP_972446.1	XP_023019869.1
XP_972447.1	XP_023025189.1
XP_972452.1	XP_023022427.1
XP_972454.1	XP_023022464.1
XP_972455.2	XP_023018692.1
XP_972456.1	XP_023011731.1
XP_972457.1	XP_023026077.1
XP_972459.1	XP_023014513.1
XP_972461.1	XP_023023870.1
XP_972465.1	XP_023027056.1
XP_972466.1	XP_023023364.1
XP_972472.3	XP_023018841.1
XP_972476.1	XP_023016382.1
XP_972477.1	XP_023020384.1
XP_972488.2	XP_023017156.1
XP_972490.2	XP_023013432.1
XP_972493.1	XP_023020310.1
XP_972494.1	XP_023015631.1
XP_972497.1	XP_023019868.1
XP_972498.1	XP_023025609.1
XP_972502.1	XP_023022398.1
XP_972504.1	XP_023015801.1
XP_972505.1	XP_023018691.1
XP_972507.2	XP_023025693.1
XP_972508.3	XP_023028587.1
XP_972511.2	XP_023013450.1
XP_972516.3	XP_023023360.1
XP_972519.1	XP_023020023.1
XP_972523.1	XP_023017746.1
XP_972525.1	XP_023020382.1
XP_972529.1	XP_023018344.1
XP_972532.1	XP_023022821.1
XP_972533.1	XP_023024035.1
XP_972534.1	XP_023015460.1
XP_972538.1	XP_023029603.1
XP_972541.1	XP_023011613.1
XP_972542.1	XP_023018085.1
XP_972545.1	XP_023015628.1
XP_972549.2	XP_023020170.1
XP_972550.2	XP_023026233.1
XP_972551.1	XP_023016438.1
XP_972552.3	XP_023019105.1
XP_972555.3	XP_023017788.1
XP_972558.1	XP_023018700.1
XP_972559.1	XP_023017757.1
XP_972562.2	XP_023015215.1
XP_972566.1	XP_023027114.1
XP_972573.1	XP_023013790.1
XP_972575.1	XP_023030052.1
XP_972583.1	XP_023022525.1
XP_972587.1	XP_023022822.1
XP_972591.1	XP_023012422.1
XP_972593.1	XP_023023793.1
XP_972603.1	XP_023013980.1
XP_972604.2	XP_023018960.1
XP_972608.2	XP_023017753.1
XP_972612.1	XP_023027247.1
XP_972614.1	XP_023022094.1
XP_972623.1	XP_023028157.1
XP_972626.2	XP_023022562.1
XP_972630.1	XP_023022523.1
XP_972631.1	XP_023013557.1
XP_972639.3	XP_023021074.1
XP_972645.1	XP_023026818.1
XP_972649.1	XP_023019108.1
XP_972655.1	XP_023022461.1
XP_972658.1	XP_023021211.1
XP_972659.1	XP_023029465.1
XP_972662.1	XP_023023365.1
XP_972667.1	XP_023029122.1
XP_972668.2	XP_023026434.1
XP_972670.3	XP_023022537.1
XP_972672.1	XP_023030368.1
XP_972673.1	XP_023017764.1
XP_972682.1	XP_023025880.1
XP_972683.3	XP_023018323.1
XP_972684.2	XP_023028821.1
XP_972685.1	XP_023014448.1
XP_972686.1	XP_023015397.1
XP_972690.1	XP_023025667.1
XP_972691.1	XP_023029189.1
XP_972702.1	XP_023013187.1
XP_972704.1	XP_023027775.1
XP_972705.1	XP_023017167.1
XP_972707.2	XP_023015229.1
XP_972708.1	XP_023022672.1
XP_972710.1	XP_023022032.1
XP_972716.1	XP_023015962.1
XP_972722.1	XP_023026199.1
XP_972723.3	XP_023020617.1
XP_972728.2	XP_023024196.1
XP_972731.1	XP_023024655.1
XP_972733.1	XP_023019148.1
XP_972737.1	XP_023019175.1
XP_972738.1	XP_023013447.1
XP_972739.1	XP_023021213.1
XP_972740.1	XP_023019923.1
XP_972742.1	XP_023011960.1
XP_972743.1	XP_023016858.1
XP_972749.1	XP_023015221.1
XP_972750.1	XP_023018704.1
XP_972751.1	XP_023018194.1
XP_972753.1	XP_023012343.1
XP_972760.1	XP_023024513.1
XP_972761.1	XP_023025172.1
XP_972763.1	XP_023017985.1
XP_972764.1	XP_023012370.1
XP_972768.1	XP_023024954.1
XP_972774.2	XP_023029235.1
XP_972775.2	XP_023023456.1
XP_972780.1	XP_023024236.1
XP_972781.1	XP_023021666.1
XP_972782.1	XP_023012783.1
XP_972784.2	XP_023024307.1
XP_972786.2	XP_023013379.1
XP_972788.2	XP_023024783.1
XP_972789.1	XP_023023286.1
XP_972790.1	XP_023022036.1
XP_972792.1	XP_023021360.1
XP_972795.1	XP_023029956.1
XP_972796.1	XP_023026110.1
XP_972801.1	XP_023021688.1
XP_972814.1	XP_023019951.1
XP_972815.1	XP_023018486.1
XP_972818.2	XP_023022591.1
XP_972821.1	XP_023015859.1
XP_972823.3	XP_023024295.1
XP_972826.1	XP_023014915.1
XP_972828.3	XP_023027674.1
XP_972829.1	XP_023011951.1
XP_972831.1	XP_023019223.1
XP_972841.1	XP_023019991.1
XP_972846.1	XP_023025717.1
XP_972849.1	XP_023020134.1
XP_972851.1	XP_023018930.1
XP_972852.1	XP_023017722.1
XP_972853.1	XP_023020808.1
XP_972858.1	XP_023016800.1
XP_972860.1	XP_023025063.1
XP_972861.1	XP_023023270.1
XP_972862.1	XP_023027746.1
XP_972867.1	XP_023018150.1
XP_972868.1	XP_023014926.1
XP_972869.1	XP_023026973.1
XP_972870.1	XP_023027675.1
XP_972872.1	XP_023011950.1
XP_972873.2	XP_023024290.1
XP_972877.1	XP_023022838.1
XP_972879.1	XP_023018768.1
XP_972880.2	XP_023030063.1
XP_972882.1	XP_023015118.1
XP_972883.1	XP_023014797.1
XP_972884.1	XP_023026694.1
XP_972888.1	XP_023025735.1
XP_972894.1	XP_023025071.1
XP_972896.1	XP_023016164.1
XP_972897.1	XP_023024942.1
XP_972898.1	XP_023013534.1
XP_972899.1	XP_023024984.1
XP_972902.1	XP_023026153.1
XP_972904.1	XP_023017214.1
XP_972905.1	XP_023017280.1
XP_972907.1	XP_023020732.1
XP_972909.1	XP_023012735.1
XP_972918.1	XP_023012406.1
XP_972919.1	XP_023014837.1
XP_972923.1	XP_023030057.1
XP_972925.2	XP_023014794.1
XP_972927.1	XP_023023161.1
XP_972928.1	XP_023018164.1
XP_972929.2	XP_023013817.1
XP_972934.1	XP_023024940.1
XP_972936.1	XP_023026308.1
XP_972940.1	XP_023021734.1
XP_972942.1	XP_023014574.1
XP_972944.2	XP_023014779.1
XP_972946.1	XP_023016024.1
XP_972953.1	XP_023012060.1
XP_972954.1	XP_023023575.1
XP_972955.1	XP_023014720.1
XP_972963.1	XP_023030451.1
XP_972967.1	XP_023019392.1
XP_972968.1	XP_023023652.1
XP_972970.1	XP_023027890.1
XP_972971.1	XP_023025394.1
XP_972974.1	XP_023025631.1
XP_972976.2	XP_023024941.1
XP_972979.1	XP_023029151.1
XP_972980.2	XP_023020171.1
XP_972981.1	XP_023023492.1
XP_972983.2	XP_023021555.1
XP_972985.1	XP_023020912.1
XP_972989.2	XP_023020847.1
XP_972996.1	XP_023018760.1
XP_972997.2	XP_023014651.1
XP_972999.1	XP_023019844.1
XP_973002.1	XP_023029955.1
XP_973003.1	XP_023021010.1
XP_973007.1	XP_023014491.1
XP_973009.1	XP_023016940.1
XP_973010.2	XP_023029288.1
XP_973013.1	XP_023027131.1
XP_973014.1	XP_023027025.1
XP_973019.2	XP_023014543.1
XP_973021.1	XP_023019372.1
XP_973025.1	XP_023025647.1
XP_973026.1	XP_023028948.1
XP_973030.2	XP_023022355.1
XP_973035.1	XP_023020318.1
XP_973042.1	XP_023029371.1
XP_973045.1	XP_023023450.1
XP_973046.2	XP_023028010.1
XP_973052.1	XP_023015508.1
XP_973053.2	XP_023024328.1
XP_973057.1	XP_023019054.1
XP_973062.1	XP_023022341.1
XP_973065.1	XP_023018280.1
XP_973071.1	XP_023025153.1
XP_973073.2	XP_023027635.1
XP_973076.1	XP_023012672.1
XP_973078.1	XP_023018179.1
XP_973079.1	XP_023028050.1
XP_973080.2	XP_023017339.1
XP_973081.1	XP_023019459.1
XP_973082.1	XP_023018935.1
XP_973085.1	XP_023019883.1
XP_973086.1	XP_023029145.1
XP_973089.1	XP_023015364.1
XP_973092.3	XP_023030303.1
XP_973093.1	XP_023024327.1
XP_973095.1	XP_023019257.1
XP_973096.1	XP_023021026.1
XP_973097.1	XP_023019053.1
XP_973098.1	XP_023030293.1
XP_973103.2	XP_023025886.1
XP_973105.1	XP_023024213.1
XP_973107.1	XP_023027925.1
XP_973113.1	XP_023025156.1
XP_973116.1	XP_023013371.1
XP_973117.1	XP_023019085.1
XP_973118.1	XP_023021438.1
XP_973121.1	XP_023013344.1
XP_973123.1	XP_023019457.1
XP_973125.1	XP_023017719.1
XP_973128.2	XP_023029144.1
XP_973129.2	XP_023012397.1
XP_973131.2	XP_023026037.1
XP_973133.3	XP_023013319.1
XP_973135.2	XP_023019571.1
XP_973137.2	XP_023026380.1
XP_973139.1	XP_023021030.1
XP_973141.1	XP_023017906.1
XP_973143.1	XP_023025583.1
XP_973145.3	XP_023013126.1
XP_973148.1	XP_023026291.1
XP_973149.1	XP_023014421.1
XP_973153.1	XP_023024223.1
XP_973158.1	XP_023022163.1
XP_973160.1	XP_023027856.1
XP_973162.1	XP_023012494.1
XP_973164.1	XP_023015774.1
XP_973165.1	XP_023019467.1
XP_973168.1	XP_023024493.1
XP_973169.1	XP_023020113.1
XP_973170.1	XP_023012400.1
XP_973171.3	XP_023013763.1
XP_973172.1	XP_023024631.1
XP_973173.2	XP_023015310.1
XP_973176.1	XP_023023345.1
XP_973179.2	XP_023029684.1
XP_973183.1	XP_023025584.1
XP_973186.1	XP_023028309.1
XP_973193.1	XP_023026625.1
XP_973197.1	XP_023011624.1
XP_973201.1	XP_023020761.1
XP_973205.1	XP_023014422.1
XP_973208.1	XP_023015588.1
XP_973210.1	XP_023026334.1
XP_973213.1	XP_023018875.1
XP_973214.1	XP_023026681.1
XP_973216.2	XP_023020945.1
XP_973217.2	XP_023025776.1
XP_973218.1	XP_023012812.1
XP_973222.1	XP_023026868.1
XP_973224.1	XP_023023128.1
XP_973226.1	XP_023018029.1
XP_973231.1	XP_023025960.1
XP_973232.1	XP_023020979.1
XP_973234.1	XP_023018780.1
XP_973240.2	XP_023028395.1
XP_973241.1	XP_023014423.1
XP_973245.1	XP_023023107.1
XP_973247.1	XP_023018886.1
XP_973249.1	XP_023024629.1
XP_973250.1	XP_023023413.1
XP_973251.1	XP_023025781.1
XP_973253.1	XP_023014937.1
XP_973256.1	XP_023011540.1
XP_973257.1	XP_023026353.1
XP_973258.1	XP_023013356.1
XP_973263.2	XP_023026680.1
XP_973264.1	XP_023013757.1
XP_973265.1	XP_023014467.1
XP_973266.1	XP_023015202.1
XP_973267.1	XP_023018777.1
XP_973270.1	XP_023025636.1
XP_973274.1	XP_023028837.1
XP_973275.1	XP_023019213.1
XP_973278.2	XP_023018036.1
XP_973280.1	XP_023026936.1
XP_973281.1	XP_023024626.1
XP_973284.2	XP_023022540.1
XP_973286.2	XP_023014282.1
XP_973289.1	XP_023018477.1
XP_973292.1	XP_023026531.1
XP_973294.2	XP_023013656.1
XP_973296.1	XP_023011590.1
XP_973298.1	XP_023011625.1
XP_973299.1	XP_023014470.1
XP_973301.2	XP_023029941.1
XP_973304.1	XP_023030213.1
XP_973305.1	XP_023020475.1
XP_973309.2	XP_023020149.1
XP_973311.1	XP_023020119.1
XP_973312.1	XP_023029140.1
XP_973314.1	XP_023020037.1
XP_973315.1	XP_023027943.1
XP_973316.1	XP_023016256.1
XP_973319.1	XP_023013642.1
XP_973321.1	XP_023018476.1
XP_973322.1	XP_023026350.1
XP_973323.1	XP_023016224.1
XP_973324.1	XP_023014048.1
XP_973326.1	XP_023029551.1
XP_973327.1	XP_023021793.1
XP_973328.1	XP_023025683.1
XP_973331.2	XP_023011588.1
XP_973332.1	XP_023014782.1
XP_973335.1	XP_023015657.1
XP_973336.1	XP_023026335.1
XP_973337.1	XP_023020429.1
XP_973340.3	XP_023025074.1
XP_973343.1	XP_023022962.1
XP_973346.2	XP_023018813.1
XP_973347.1	XP_023013332.1
XP_973351.1	XP_023015934.1
XP_973353.1	XP_023013646.1
XP_973355.1	XP_023018472.1
XP_973356.1	XP_023018234.1
XP_973359.1	XP_023027838.1
XP_973362.2	XP_023027461.1
XP_973363.1	XP_023018446.1
XP_973367.1	XP_023014474.1
XP_973368.1	XP_023019668.1
XP_973375.2	XP_023020394.1
XP_973381.1	XP_023018969.1
XP_973382.2	XP_023013331.1
XP_973384.2	XP_023013729.1
XP_973387.1	XP_023019030.1
XP_973390.1	XP_023014737.1
XP_973391.1	XP_023016225.1
XP_973397.1	XP_023020861.1
XP_973404.1	XP_023018107.1
XP_973406.1	XP_023026966.1
XP_973408.1	XP_023019918.1
XP_973411.1	XP_023023392.1
XP_973413.1	XP_023021613.1
XP_973414.1	XP_023018984.1
XP_973420.1	XP_023022866.1
XP_973422.1	XP_023012954.1
XP_973425.2	XP_023025434.1
XP_973428.1	XP_023014161.1
XP_973431.2	XP_023019670.1
XP_973433.1	XP_023022143.1
XP_973435.1	XP_023030221.1
XP_973436.3	XP_023021075.1
XP_973437.1	XP_023027228.1
XP_973438.1	XP_023024586.1
XP_973439.1	XP_023018146.1
XP_973443.1	XP_023023386.1
XP_973444.1	XP_023029076.1
XP_973445.1	XP_023029006.1
XP_973446.3	XP_023019014.1
XP_973447.1	XP_023024802.1
XP_973448.1	XP_023026950.1
XP_973449.1	XP_023022636.1
XP_973451.2	XP_023012620.1
XP_973455.1	XP_023013713.1
XP_973456.3	XP_023023944.1
XP_973457.2	XP_023024519.1
XP_973458.1	XP_023011574.1
XP_973459.1	XP_023014639.1
XP_973463.1	XP_023027382.1
XP_973466.1	XP_023011612.1
XP_973467.1	XP_023016551.1
XP_973468.3	XP_023018493.1
XP_973472.3	XP_023020073.1
XP_973473.1	XP_023022932.1
XP_973474.1	XP_023014078.1
XP_973476.2	XP_023023676.1
XP_973479.1	XP_023028508.1
XP_973480.2	XP_023029116.1
XP_973482.1	XP_023019039.1
XP_973483.1	XP_023024411.1
XP_973486.1	XP_023021926.1
XP_973490.1	XP_023019178.1
XP_973494.1	XP_023015088.1
XP_973505.1	XP_023014531.1
XP_973506.1	XP_023013732.1
XP_973507.1	XP_023022316.1
XP_973508.1	XP_023024587.1
XP_973509.2	XP_023015494.1
XP_973511.1	XP_023024968.1
XP_973512.1	XP_023012609.1
XP_973513.2	XP_023024542.1
XP_973514.1	XP_023029115.1
XP_973518.1	XP_023021929.1
XP_973520.1	XP_023030425.1
XP_973521.1	XP_023013235.1
XP_973522.1	XP_023028463.1
XP_973523.2	XP_023023945.1
XP_973525.1	XP_023029353.1
XP_973526.1	XP_023022280.1
XP_973527.1	XP_023012446.1
XP_973529.1	XP_023019795.1
XP_973530.1	XP_023015630.1
XP_973533.1	XP_023018128.1
XP_973536.1	XP_023014632.1
XP_973540.1	XP_023028084.1
XP_973543.1	XP_023018936.1
XP_973544.3	XP_023020783.1
XP_973545.1	XP_023025701.1
XP_973546.1	XP_023023394.1
XP_973551.1	XP_023011774.1
XP_973561.1	XP_023013970.1
XP_973566.1	XP_023011657.1
XP_973569.2	XP_023017700.1
XP_973570.1	XP_023020099.1
XP_973571.1	XP_023020209.1
XP_973576.1	XP_023023220.1
XP_973577.1	XP_023016943.1
XP_973578.2	XP_023013100.1
XP_973579.1	XP_023027748.1
XP_973581.1	XP_023017210.1
XP_973584.1	XP_023019169.1
XP_973588.1	XP_023013231.1
XP_973590.1	XP_023012007.1
XP_973591.1	XP_023013694.1
XP_973593.1	XP_023020919.1
XP_973596.2	XP_023021580.1
XP_973597.1	XP_023028916.1
XP_973601.1	XP_023022526.1
XP_973603.2	XP_023020039.1
XP_973604.1	XP_023019420.1
XP_973605.1	XP_023021733.1
XP_973609.1	XP_023025681.1
XP_973610.2	XP_023016932.1
XP_973612.1	XP_023029134.1
XP_973618.1	XP_023018965.1
XP_973623.1	XP_023013882.1
XP_973626.3	XP_023027638.1
XP_973627.1	XP_023027957.1
XP_973628.2	XP_023023191.1
XP_973632.1	XP_023028944.1
XP_973635.1	XP_023025528.1
XP_973636.1	XP_023013094.1
XP_973640.1	XP_023015493.1
XP_973641.2	XP_023018816.1
XP_973643.1	XP_023027288.1
XP_973645.1	XP_023022679.1
XP_973650.1	XP_023025430.1
XP_973652.1	XP_023015454.1
XP_973653.1	XP_023012490.1
XP_973654.2	XP_023013881.1
XP_973657.1	XP_023027955.1
XP_973659.1	XP_023023101.1
XP_973660.1	XP_023013444.1
XP_973661.1	XP_023021584.1
XP_973665.1	XP_023024323.1
XP_973667.2	XP_023022531.1
XP_973670.1	XP_023019452.1
XP_973671.2	XP_023017917.1
XP_973672.1	XP_023014843.1
XP_973673.1	XP_023021495.1
XP_973675.1	XP_023021842.1
XP_973680.3	XP_023020772.1
XP_973682.1	XP_023013731.1
XP_973683.1	XP_023018727.1
XP_973684.1	XP_023025433.1
XP_973689.1	XP_023022874.1
XP_973692.1	XP_023024829.1
XP_973695.2	XP_023021582.1
XP_973697.1	XP_023016207.1
XP_973699.1	XP_023012906.1
XP_973701.1	XP_023012863.1
XP_973702.2	XP_023020088.1
XP_973706.1	XP_023022583.1
XP_973708.1	XP_023021835.1
XP_973709.1	XP_023019527.1
XP_973712.1	XP_023029239.1
XP_973716.2	XP_023013309.1
XP_973717.2	XP_023017196.1
XP_973718.1	XP_023016255.1
XP_973723.1	XP_023013871.1
XP_973726.1	XP_023015425.1
XP_973727.1	XP_023019800.1
XP_973728.1	XP_023028920.1
XP_973729.1	XP_023016201.1
XP_973732.1	XP_023016693.1
XP_973734.1	XP_023012862.1
XP_973735.1	XP_023019565.1
XP_973738.2	XP_023024772.1
XP_973740.1	XP_023025283.1
XP_973746.2	XP_023019268.1
XP_973747.1	XP_023022350.1
XP_973748.1	XP_023027313.1
XP_973753.1	XP_023023343.1
XP_973754.1	XP_023012956.1
XP_973760.2	XP_023028945.1
XP_973768.1	XP_023022253.1
XP_973769.1	XP_023026492.1
XP_973771.1	XP_023016635.1
XP_973772.1	XP_023028035.1
XP_973773.2	XP_023026117.1
XP_973776.1	XP_023025055.1
XP_973777.1	XP_023025779.1
XP_973781.1	XP_023013712.1
XP_973783.2	XP_023015642.1
XP_973786.1	XP_023026743.1
XP_973788.1	XP_023016200.1
XP_973790.1	XP_023023256.1
XP_973791.2	XP_023028099.1
XP_973795.3	XP_023017437.1
XP_973796.1	XP_023015635.1
XP_973797.1	XP_023026678.1
XP_973800.1	XP_023028485.1
XP_973803.1	XP_023030359.1
XP_973804.1	XP_023026027.1
XP_973805.1	XP_023023349.1
XP_973806.2	XP_023016091.1
XP_973808.1	XP_023025745.1
XP_973813.1	XP_023012952.1
XP_973818.1	XP_023025424.1
XP_973827.2	XP_023013298.1
XP_973829.1	XP_023011963.1
XP_973830.1	XP_023017723.1
XP_973833.1	XP_023027211.1
XP_973834.1	XP_023019272.1
XP_973835.1	XP_023030347.1
XP_973837.1	XP_023023351.1
XP_973839.1	XP_023021792.1
XP_973840.1	XP_023015360.1
XP_973841.1	XP_023028095.1
XP_973842.1	XP_023030473.1
XP_973848.1	XP_023028302.1
XP_973850.1	XP_023023291.1
XP_973851.1	XP_023019256.1
XP_973852.1	XP_023014354.1
XP_973859.2	XP_023019389.1
XP_973866.2	XP_023019273.1
XP_973869.1	XP_023025752.1
XP_973880.2	XP_023023245.1
XP_973881.1	XP_023024914.1
XP_973882.1	XP_023023293.1
XP_973889.1	XP_023014413.1
XP_973892.2	XP_023014999.1
XP_973896.2	XP_023011876.1
XP_973907.1	XP_023027636.1
XP_973910.1	XP_023016556.1
XP_973912.1	XP_023027592.1
XP_973916.1	XP_023021681.1
XP_973921.1	XP_023017835.1
XP_973922.1	XP_023025058.1
XP_973923.1	XP_023024500.1
XP_973928.2	XP_023018004.1
XP_973930.2	XP_023012395.1
XP_973932.1	XP_023017868.1
XP_973934.2	XP_023011517.1
XP_973935.1	XP_023016154.1
XP_973940.1	XP_023019211.1
XP_973942.1	XP_023021423.1
XP_973943.1	XP_023017748.1
XP_973944.1	XP_023015255.1
XP_973949.1	XP_023019987.1
XP_973950.3	XP_023023215.1
XP_973951.1	XP_023025839.1
XP_973953.2	XP_023018812.1
XP_973961.1	XP_023029874.1
XP_973962.1	XP_023015800.1
XP_973963.1	XP_023011934.1
XP_973970.1	XP_023011622.1
XP_973973.1	XP_023024644.1
XP_973974.1	XP_023020672.1
XP_973975.1	XP_023023615.1
XP_973979.1	XP_023023235.1
XP_973980.1	XP_023026234.1
XP_973981.1	XP_023011862.1
XP_973987.1	XP_023016198.1
XP_973990.1	XP_023011964.1
XP_973994.1	XP_023028003.1
XP_973996.1	XP_023029585.1
XP_973997.3	XP_023024643.1
XP_973998.2	XP_023017497.1
XP_974000.1	XP_023021678.1
XP_974002.1	XP_023023517.1
XP_974004.1	XP_023028531.1
XP_974005.1	XP_023017831.1
XP_974006.1	XP_023023238.1
XP_974007.1	XP_023011878.1
XP_974011.2	XP_023030509.1
XP_974014.1	XP_023012008.1
XP_974015.1	XP_023017023.1
XP_974018.1	XP_023011946.1
XP_974020.1	XP_023014652.1
XP_974023.2	XP_023024642.1
XP_974024.1	XP_023013256.1
XP_974027.1	XP_023020495.1
XP_974028.1	XP_023029282.1
XP_974032.3	XP_023018805.1
XP_974034.1	XP_023016132.1
XP_974035.2	XP_023018409.1
XP_974036.1	XP_023027949.1
XP_974038.1	XP_023013252.1
XP_974039.1	XP_023016153.1
XP_974043.1	XP_023014439.1
XP_974045.1	XP_023017737.1
XP_974048.2	XP_023017498.1
XP_974053.1	XP_023021677.1
XP_974054.1	XP_023021088.1
XP_974055.1	XP_023014328.1
XP_974056.2	XP_023019403.1
XP_974059.1	XP_023011867.1
XP_974062.1	XP_023013624.1
XP_974067.1	XP_023021945.1
XP_974068.1	XP_023024021.1
XP_974070.3	XP_023024214.1
XP_974073.3	XP_023019219.1
XP_974078.2	XP_023011764.1
XP_974079.1	XP_023014419.1
XP_974080.1	XP_023012410.1
XP_974082.2	XP_023029279.1
XP_974084.1	XP_023014483.1
XP_974086.2	XP_023011865.1
XP_974088.2	XP_023029466.1
XP_974091.1	XP_023022659.1
XP_974094.3	XP_023018457.1
XP_974095.1	XP_023020205.1
XP_974097.1	XP_023025299.1
XP_974100.1	XP_023011638.1
XP_974101.1	XP_023029964.1
XP_974102.1	XP_023019485.1
XP_974103.2	XP_023030204.1
XP_974106.1	XP_023024009.1
XP_974107.1	XP_023014420.1
XP_974114.2	XP_023022236.1
XP_974115.1	XP_023019192.1
XP_974116.1	XP_023017863.1
XP_974118.3	XP_023020921.1
XP_974119.1	XP_023014212.1
XP_974124.1	XP_023028956.1
XP_974128.1	XP_023025061.1
XP_974133.1	XP_023024018.1
XP_974139.1	XP_023024778.1
XP_974141.2	XP_023019186.1
XP_974144.2	XP_023020592.1
XP_974146.1	XP_023025953.1
XP_974147.1	XP_023014200.1
XP_974150.1	XP_023028955.1
XP_974155.1	XP_023023787.1
XP_974159.1	XP_023022683.1
XP_974160.2	XP_023014412.1
XP_974163.1	XP_023029643.1
XP_974165.2	XP_023017029.1
XP_974169.1	XP_023020583.1
XP_974170.1	XP_023016576.1
XP_974171.1	XP_023012950.1
XP_974173.2	XP_023024956.1
XP_974174.1	XP_023011796.1
XP_974175.1	XP_023021970.1
XP_974176.1	XP_023026307.1
XP_974179.1	XP_023029581.1
XP_974181.1	XP_023014409.1
XP_974187.2	XP_023017204.1
XP_974190.1	XP_023019203.1
XP_974191.1	XP_023020582.1
XP_974192.1	XP_023016588.1
XP_974194.1	XP_023012939.1
XP_974195.1	XP_023025078.1
XP_974197.1	XP_023015735.1
XP_974198.1	XP_023026306.1
XP_974201.1	XP_023014772.1
XP_974204.1	XP_023021064.1
XP_974215.2	XP_023024727.1
XP_974217.2	XP_023023958.1
XP_974218.2	XP_023019204.1
XP_974220.1	XP_023025787.1
XP_974221.2	XP_023014191.1
XP_974222.2	XP_023025089.1
XP_974227.1	XP_023026486.1
XP_974228.1	XP_023017745.1
XP_974245.1	XP_023020819.1
XP_974248.2	XP_023017587.1
XP_974250.1	XP_023014022.1
XP_974252.1	XP_023028602.1
XP_974255.1	XP_023013923.1
XP_974256.1	XP_023026857.1
XP_974257.1	XP_023024828.1
XP_974260.1	XP_023019409.1
XP_974264.1	XP_023024637.1
XP_974266.1	XP_023015593.1
XP_974268.1	XP_023025643.1
XP_974272.1	XP_023020822.1
XP_974274.1	XP_023024526.1
XP_974276.1	XP_023025493.1
XP_974277.2	XP_023020015.1
XP_974278.2	XP_023025788.1
XP_974280.1	XP_023023054.1
XP_974281.1	XP_023013928.1
XP_974282.1	XP_023024822.1
XP_974286.2	XP_023019474.1
XP_974290.2	XP_023016262.1
XP_974291.2	XP_023023491.1
XP_974292.2	XP_023025707.1
XP_974293.1	XP_023015595.1
XP_974294.1	XP_023029473.1
XP_974297.1	XP_023020593.1
XP_974298.1	XP_023016604.1
XP_974301.1	XP_023024525.1
XP_974303.2	XP_023025491.1
XP_974304.1	XP_023018309.1
XP_974306.1	XP_023025552.1
XP_974311.1	XP_023017760.1
XP_974317.1	XP_023018817.1
XP_974318.1	XP_023023434.1
XP_974319.1	XP_023025459.1
XP_974320.3	XP_023024690.1
XP_974322.1	XP_023020577.1
XP_974323.1	XP_023026573.1
XP_974324.1	XP_023030493.1
XP_974326.1	XP_023025115.1
XP_974328.1	XP_023014146.1
XP_974329.2	XP_023021576.1
XP_974343.1	XP_023023431.1
XP_974346.1	XP_023020580.1
XP_974347.1	XP_023026582.1
XP_974349.1	XP_023012079.1
XP_974350.1	XP_023021496.1
XP_974351.1	XP_023025099.1
XP_974355.1	XP_023015145.1
XP_974357.1	XP_023028161.1
XP_974360.1	XP_023024825.1
XP_974363.1	XP_023030254.1
XP_974369.1	XP_023029921.1
XP_974372.1	XP_023020581.1
XP_974375.1	XP_023021501.1
XP_974376.1	XP_023020413.1
XP_974377.1	XP_023016048.1
XP_974378.3	XP_023013022.1
XP_974381.2	XP_023017302.1
XP_974390.1	XP_023023331.1
XP_974391.1	XP_023011655.1
XP_974395.1	XP_023026511.1
XP_974396.1	XP_023011957.1
XP_974397.2	XP_023028175.1
XP_974398.1	XP_023030416.1
XP_974400.1	XP_023016320.1
XP_974401.2	XP_023027554.1
XP_974406.1	XP_023029367.1
XP_974410.1	XP_023011660.1
XP_974413.2	XP_023020587.1
XP_974414.1	XP_023026500.1
XP_974418.1	XP_023013730.1
XP_974421.1	XP_023030277.1
XP_974423.1	XP_023024592.1
XP_974424.1	XP_023022479.1
XP_974426.1	XP_023020108.1
XP_974427.1	XP_023022717.1
XP_974428.1	XP_023023589.1
XP_974431.1	XP_023014496.1
XP_974433.1	XP_023023877.1
XP_974435.1	XP_023016384.1
XP_974439.3	XP_023012772.1
